Date,Artist,Song,Weeks
10/27/2014,Meghan Trainor,All About That Bass,15
11/3/2014,Meghan Trainor,All About That Bass,16
11/10/2014,Taylor Swift,Shake It Off,11
11/17/2014,Taylor Swift,Shake It Off,12
11/24/2014,Taylor Swift,Blank Space,3
12/1/2014,Taylor Swift,Blank Space,4
12/8/2014,Taylor Swift,Blank Space,5
12/15/2014,Taylor Swift,Blank Space,6
12/22/2014,Taylor Swift,Blank Space,7
12/29/2014,Taylor Swift,Blank Space,8
1/5/2015,Taylor Swift,Blank Space,9
1/12/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,8
1/19/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,9
1/26/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,10
2/2/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,11
2/9/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,12
2/16/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,13
2/23/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,14
3/2/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,15
3/9/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,16
3/16/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,17
3/23/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,18
3/30/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,19
4/6/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,20
4/13/2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,21
4/20/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,5
4/27/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,6
5/4/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,7
5/11/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,8
5/18/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,9
5/25/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,10
6/1/2015,Taylor Swift Featuring Kendrick Lamar,Bad Blood,4
6/8/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,12
6/15/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,13
6/22/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,14
6/29/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,15
7/6/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,16
7/13/2015,Wiz Khalifa Featuring Charlie Puth,See You Again,17
7/20/2015,OMI,Cheerleader,12
7/27/2015,OMI,Cheerleader,13
8/3/2015,OMI,Cheerleader,14
8/10/2015,OMI,Cheerleader,15
8/17/2015,The Weeknd,Can't Feel My Face,9
8/24/2015,OMI,Cheerleader,17
8/31/2015,OMI,Cheerleader,18
9/7/2015,The Weeknd,Can't Feel My Face,12
9/14/2015,Justin Bieber,What Do You Mean?,1
9/21/2015,The Weeknd,Can't Feel My Face,14
9/28/2015,The Weeknd,The Hills,17
10/5/2015,The Weeknd,The Hills,18
10/12/2015,The Weeknd,The Hills,19
10/19/2015,The Weeknd,The Hills,20
10/26/2015,The Weeknd,The Hills,21
11/2/2015,The Weeknd,The Hills,22
11/9/2015,Adele,Hello,1
11/16/2015,Adele,Hello,2
11/23/2015,Adele,Hello,3
11/30/2015,Adele,Hello,4
12/7/2015,Adele,Hello,5
12/14/2015,Adele,Hello,6
12/21/2015,Adele,Hello,7
12/28/2015,Adele,Hello,8
1/4/2016,Adele,Hello,9
1/11/2016,Adele,Hello,10
1/18/2016,Justin Bieber,Sorry,11
1/25/2016,Justin Bieber,Sorry,12
2/1/2016,Justin Bieber,Sorry,13
2/8/2016,Justin Bieber,Love Yourself,11
2/15/2016,Zayn,Pillowtalk,1
2/22/2016,Justin Bieber,Love Yourself,13
2/29/2016,Rihanna Featuring Drake,Work,4
3/7/2016,Rihanna Featuring Drake,Work,5
3/14/2016,Rihanna Featuring Drake,Work,6
3/21/2016,Rihanna Featuring Drake,Work,7
3/28/2016,Rihanna Featuring Drake,Work,8
4/4/2016,Rihanna Featuring Drake,Work,9
4/11/2016,Rihanna Featuring Drake,Work,10
4/18/2016,Rihanna Featuring Drake,Work,11
4/25/2016,Rihanna Featuring Drake,Work,12
5/2/2016,Desiigner,Panda,9
5/9/2016,Desiigner,Panda,10
5/16/2016,Drake Featuring WizKid & Kyla,One Dance,5
5/23/2016,Justin Timberlake,Can't Stop The Feeling!,1
5/30/2016,Drake Featuring WizKid & Kyla,One Dance,7
6/6/2016,Drake Featuring WizKid & Kyla,One Dance,8
6/13/2016,Drake Featuring WizKid & Kyla,One Dance,9
6/20/2016,Drake Featuring WizKid & Kyla,One Dance,10
6/27/2016,Drake Featuring WizKid & Kyla,One Dance,11
7/4/2016,Drake Featuring WizKid & Kyla,One Dance,12
7/11/2016,Drake Featuring WizKid & Kyla,One Dance,13
7/18/2016,Drake Featuring WizKid & Kyla,One Dance,14
7/25/2016,Drake Featuring WizKid & Kyla,One Dance,15
8/1/2016,Sia Featuring Sean Paul,Cheap Thrills,23
8/8/2016,Sia Featuring Sean Paul,Cheap Thrills,24
8/15/2016,Sia Featuring Sean Paul,Cheap Thrills,25
8/22/2016,Sia Featuring Sean Paul,Cheap Thrills,26
8/29/2016,The Chainsmokers Featuring Halsey,Closer,3
9/5/2016,The Chainsmokers Featuring Halsey,Closer,4
9/12/2016,The Chainsmokers Featuring Halsey,Closer,5
9/19/2016,The Chainsmokers Featuring Halsey,Closer,6
9/26/2016,The Chainsmokers Featuring Halsey,Closer,7
10/3/2016,The Chainsmokers Featuring Halsey,Closer,8
10/10/2016,The Chainsmokers Featuring Halsey,Closer,9
10/17/2016,The Chainsmokers Featuring Halsey,Closer,10
10/24/2016,The Chainsmokers Featuring Halsey,Closer,11
10/31/2016,The Chainsmokers Featuring Halsey,Closer,12
11/7/2016,The Chainsmokers Featuring Halsey,Closer,13
11/14/2016,The Chainsmokers Featuring Halsey,Closer,14
11/21/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,9
11/28/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,10
12/5/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,11
12/12/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,12
12/19/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,13
12/26/2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,14
1/2/2017,The Weeknd Featuring Daft Punk,Starboy,14
1/9/2017,Rae Sremmurd Featuring Gucci Mane,Black Beatles,16
1/16/2017,Migos Featuring Lil Uzi Vert,Bad And Boujee,8
1/23/2017,Ed Sheeran,Shape Of You,1
1/30/2017,Migos Featuring Lil Uzi Vert,Bad And Boujee,10
2/6/2017,Migos Featuring Lil Uzi Vert,Bad And Boujee,11
2/13/2017,Ed Sheeran,Shape Of You,4
2/20/2017,Ed Sheeran,Shape Of You,5
2/27/2017,Ed Sheeran,Shape Of You,6
3/6/2017,Ed Sheeran,Shape Of You,7
3/13/2017,Ed Sheeran,Shape Of You,8
3/20/2017,Ed Sheeran,Shape Of You,9
3/27/2017,Ed Sheeran,Shape Of You,10
4/3/2017,Ed Sheeran,Shape Of You,11
4/10/2017,Ed Sheeran,Shape Of You,12
4/17/2017,Ed Sheeran,Shape Of You,13
4/24/2017,Ed Sheeran,Shape Of You,14
5/1/2017,Kendrick Lamar,Humble.,3
5/8/2017,Bruno Mars,That's What I Like,15
5/15/2017,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,1
5/22/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,17
5/29/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,18
6/5/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,19
6/12/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,20
6/19/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,21
6/26/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,22
7/3/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,23
7/10/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,24
7/17/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,25
7/24/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,26
7/31/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,27
8/7/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,28
8/14/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,29
8/21/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,30
8/28/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,31
9/4/2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,32
9/11/2017,Taylor Swift,Look What You Made Me Do,2
9/18/2017,Taylor Swift,Look What You Made Me Do,3
9/25/2017,Taylor Swift,Look What You Made Me Do,4
10/2/2017,Cardi B,Bodak Yellow (Money Moves),12
10/9/2017,Cardi B,Bodak Yellow (Money Moves),13
10/16/2017,Cardi B,Bodak Yellow (Money Moves),14
10/23/2017,Post Malone Featuring 21 Savage,Rockstar,4
10/30/2017,Post Malone Featuring 21 Savage,Rockstar,5
11/6/2017,Post Malone Featuring 21 Savage,Rockstar,6
11/13/2017,Post Malone Featuring 21 Savage,Rockstar,7
11/20/2017,Post Malone Featuring 21 Savage,Rockstar,8
11/27/2017,Post Malone Featuring 21 Savage,Rockstar,9
12/4/2017,Post Malone Featuring 21 Savage,Rockstar,10
12/11/2017,Post Malone Featuring 21 Savage,Rockstar,11
12/18/2017,Ed Sheeran,Perfect,15
12/25/2017,Ed Sheeran,Perfect,16
1/1/2018,Ed Sheeran,Perfect,17
1/8/2018,Ed Sheeran,Perfect,19
1/15/2018,Ed Sheeran,Perfect,20
1/22/2018,Camila Cabello Featuring Young Thug,Havana,23
1/29/2018,Drake,God's Plan,1
2/5/2018,Drake,God's Plan,2
2/12/2018,Drake,God's Plan,3
2/19/2018,Drake,God's Plan,4
2/26/2018,Drake,God's Plan,5
3/5/2018,Drake,God's Plan,6
3/12/2018,Drake,God's Plan,7
3/19/2018,Drake,God's Plan,8
3/26/2018,Drake,God's Plan,9
4/2/2018,Drake,God's Plan,10
4/9/2018,Drake,God's Plan,11
4/16/2018,Drake,Nice For What,1
4/23/2018,Drake,Nice For What,2
4/30/2018,Drake,Nice For What,3
5/7/2018,Drake,Nice For What,4
5/14/2018,Childish Gambino,This Is America,1
5/21/2018,Childish Gambino,This Is America,2
5/28/2018,Drake,Nice For What,7
6/4/2018,Drake,Nice For What,8
6/11/2018,Post Malone Featuring Ty Dolla $ign,Psycho,15
6/18/2018,Drake,Nice For What,10
6/25/2018,XXXTENTACION,Sad!,16
7/2/2018,"Cardi B, Bad Bunny & J Balvin",I Like It,12
7/9/2018,Drake,Nice For What,13
7/16/2018,Drake,In My Feelings,2
7/23/2018,Drake,In My Feelings,3
7/30/2018,Drake,In My Feelings,4
8/6/2018,Drake,In My Feelings,5
8/13/2018,Drake,In My Feelings,6
8/20/2018,Drake,In My Feelings,7
8/27/2018,Drake,In My Feelings,8
9/3/2018,Drake,In My Feelings,9
9/10/2018,Drake,In My Feelings,10
9/17/2018,Drake,In My Feelings,11
9/24/2018,Maroon 5 Featuring Cardi B,Girls Like You,17
10/1/2018,Maroon 5 Featuring Cardi B,Girls Like You,18
10/8/2018,Maroon 5 Featuring Cardi B,Girls Like You,19
10/15/2018,Maroon 5 Featuring Cardi B,Girls Like You,20
10/22/2018,Maroon 5 Featuring Cardi B,Girls Like You,21
10/29/2018,Maroon 5 Featuring Cardi B,Girls Like You,22
11/5/2018,Maroon 5 Featuring Cardi B,Girls Like You,23
11/12/2018,Ariana Grande,"Thank U, Next",1
11/19/2018,Ariana Grande,"Thank U, Next",2
11/26/2018,Ariana Grande,"Thank U, Next",3
12/3/2018,Travis Scott,Sicko Mode,17
12/10/2018,Ariana Grande,"Thank U, Next",5
12/17/2018,Ariana Grande,"Thank U, Next",6
12/24/2018,Ariana Grande,"Thank U, Next",7
12/31/2018,Ariana Grande,"Thank U, Next",8
1/7/2019,Halsey,Without Me,13
1/14/2019,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),12
1/21/2019,Halsey,Without Me,15
1/28/2019,Ariana Grande,7 Rings,1
2/4/2019,Ariana Grande,7 Rings,2
2/11/2019,Ariana Grande,7 Rings,3
2/18/2019,Ariana Grande,7 Rings,4
2/25/2019,Ariana Grande,7 Rings,5
3/4/2019,Lady Gaga & Bradley Cooper,Shallow,22
3/11/2019,Jonas Brothers,Sucker,1
3/18/2019,Ariana Grande,7 Rings,8
3/25/2019,Ariana Grande,7 Rings,9
4/1/2019,Ariana Grande,7 Rings,10
4/8/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,5
4/15/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,6
4/22/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,7
4/29/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,8
5/6/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,9
5/13/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,10
5/20/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,11
5/27/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,12
6/3/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,13
6/10/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,14
6/17/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,15
6/24/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,16
7/1/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,17
7/8/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,18
7/15/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,19
7/22/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,20
7/29/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,21
8/5/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,22
8/12/2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,23
8/19/2019,Billie Eilish,Bad Guy,20
8/26/2019,Shawn Mendes & Camila Cabello,Senorita,9
9/2/2019,Lizzo,Truth Hurts,17
9/9/2019,Lizzo,Truth Hurts,18
9/16/2019,Lizzo,Truth Hurts,19
9/23/2019,Lizzo,Truth Hurts,20
9/30/2019,Lizzo,Truth Hurts,21
10/7/2019,Lizzo,Truth Hurts,22
10/14/2019,Travis Scott,HIGHEST IN THE ROOM,1
10/21/2019,Lizzo,Truth Hurts,24
10/28/2019,Lewis Capaldi,Someone You Loved,24
11/4/2019,Selena Gomez,Lose You To Love Me,2
11/11/2019,Lewis Capaldi,Someone You Loved,26
11/18/2019,Lewis Capaldi,Someone You Loved,27
11/25/2019,Post Malone,Circles,12
12/2/2019,Post Malone,Circles,13
12/9/2019,The Weeknd,Heartless,2
12/16/2019,Mariah Carey,All I Want For Christmas Is You,35
12/23/2019,Mariah Carey,All I Want For Christmas Is You,36
12/30/2019,Mariah Carey,All I Want For Christmas Is You,37
1/6/2020,Post Malone,Circles,18
1/13/2020,Roddy Ricch,The Box,5
1/20/2020,Roddy Ricch,The Box,6
1/27/2020,Roddy Ricch,The Box,7
2/3/2020,Roddy Ricch,The Box,8
2/10/2020,Roddy Ricch,The Box,9
2/17/2020,Roddy Ricch,The Box,10
2/24/2020,Roddy Ricch,The Box,11
3/2/2020,Roddy Ricch,The Box,12
3/9/2020,Roddy Ricch,The Box,13
3/16/2020,Roddy Ricch,The Box,14
3/23/2020,Roddy Ricch,The Box,15
3/30/2020,The Weeknd,Blinding Lights,17
4/6/2020,The Weeknd,Blinding Lights,18
4/13/2020,Drake,Toosie Slide,1
4/20/2020,The Weeknd,Blinding Lights,20
4/27/2020,The Weeknd,Blinding Lights,21
5/4/2020,"THE SCOTTS, Travis Scott & Kid Cudi",The Scotts,1
5/11/2020,Doja Cat Featuring Nicki Minaj,Say So,18
5/18/2020,Ariana Grande & Justin Bieber,Stuck With U,1
5/25/2020,Megan Thee Stallion,Savage,10
6/1/2020,Lady Gaga & Ariana Grande,Rain On Me,1
6/8/2020,DaBaby Featuring Roddy Ricch,Rockstar,7
6/15/2020,DaBaby Featuring Roddy Ricch,Rockstar,8
6/22/2020,6ix9ine & Nicki Minaj,Trollz,1
6/29/2020,DaBaby Featuring Roddy Ricch,Rockstar,10
7/6/2020,DaBaby Featuring Roddy Ricch,Rockstar,11
7/13/2020,DaBaby Featuring Roddy Ricch,Rockstar,12
7/20/2020,DaBaby Featuring Roddy Ricch,Rockstar,13
7/27/2020,DaBaby Featuring Roddy Ricch,Rockstar,14
8/3/2020,Taylor Swift,Cardigan,1
8/10/2020,Harry Styles,Watermelon Sugar,20
8/17/2020,Cardi B Featuring Megan Thee Stallion,WAP,1
8/24/2020,Cardi B Featuring Megan Thee Stallion,WAP,2
8/31/2020,BTS,Dynamite,1
9/7/2020,BTS,Dynamite,2
9/14/2020,Cardi B Featuring Megan Thee Stallion,WAP,5
9/21/2020,Cardi B Featuring Megan Thee Stallion,WAP,6
9/28/2020,BTS,Dynamite,5
10/5/2020,Travis Scott Featuring Young Thug & M.I.A.,Franchise,1
10/12/2020,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),17
10/19/2020,24kGoldn Featuring iann dior,Mood,10
10/26/2020,24kGoldn Featuring iann dior,Mood,11
11/2/2020,Ariana Grande,Positions,1
11/9/2020,24kGoldn Featuring iann dior,Mood,13
11/16/2020,24kGoldn Featuring iann dior,Mood,14
11/23/2020,24kGoldn Featuring iann dior,Mood,15
11/30/2020,BTS,Life Goes On,1
12/7/2020,24kGoldn Featuring iann dior,Mood,17
12/14/2020,Mariah Carey,All I Want For Christmas Is You,41
12/21/2020,Taylor Swift,Willow,1
12/28/2020,Mariah Carey,All I Want For Christmas Is You,43
1/4/2021,24kGoldn Featuring iann dior,Mood,21
1/11/2021,24kGoldn Featuring iann dior,Mood,22
1/18/2021,Olivia Rodrigo,Drivers License,1
1/25/2021,Olivia Rodrigo,Drivers License,2
2/1/2021,Olivia Rodrigo,Drivers License,3
2/8/2021,Olivia Rodrigo,Drivers License,4
2/15/2021,Olivia Rodrigo,Drivers License,5
2/22/2021,Olivia Rodrigo,Drivers License,6
3/1/2021,Olivia Rodrigo,Drivers License,7
3/8/2021,Olivia Rodrigo,Drivers License,8
3/15/2021,Drake,What's Next,1
3/22/2021,Cardi B,Up,6
3/29/2021,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,1
4/5/2021,Lil Nas X,Montero (Call Me By Your Name),1
4/12/2021,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,5
4/19/2021,Polo G,Rapstar,1
4/26/2021,Polo G,Rapstar,2
5/3/2021,The Weeknd & Ariana Grande,Save Your Tears,20
5/10/2021,The Weeknd & Ariana Grande,Save Your Tears,21
5/17/2021,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,10
5/24/2021,Olivia Rodrigo,Good 4 U,1
5/31/2021,BTS,Butter,1
6/7/2021,BTS,Butter,2
6/14/2021,BTS,Butter,3
6/21/2021,BTS,Butter,4
6/28/2021,BTS,Butter,5
7/5/2021,BTS,Butter,6
7/12/2021,BTS,Butter,7
